nupdates,fps,value_loss,policy_entropy,explained_variance,total_timesteps
1,142,0.0041659739799797535,1.3654853105545044,-39.43338394165039,80
100,1212,0.017556453123688698,1.3569223880767822,0.02806246280670166,8000
200,1242,0.02535269595682621,1.3620541095733643,0.018137812614440918,16000
300,1250,0.015607249923050404,1.3625102043151855,-0.03832352161407471,24000
400,1259,0.01747729815542698,1.368323564529419,-0.01439666748046875,32000
500,1263,0.0017951054032891989,1.3790042400360107,-0.06867599487304688,40000
600,1267,0.0005409274017438293,1.3787835836410522,0.10157215595245361,48000
700,1269,0.0007449149852618575,1.3819390535354614,-0.07240462303161621,56000
800,1270,0.007122708950191736,1.3623616695404053,-0.034033894538879395,64000
900,1272,0.004523588344454765,1.324674367904663,0.0023700594902038574,72000
1000,1275,0.04545096307992935,1.376905083656311,-0.01137077808380127,80000
1100,1278,0.02164909802377224,1.376158356666565,0.045227646827697754,88000
1200,1279,0.038349006325006485,1.3821485042572021,0.039438843727111816,96000
1300,1279,0.0010607738513499498,1.384300947189331,-0.010182380676269531,104000
1400,1281,0.0014666880015283823,1.3825960159301758,0.02103191614151001,112000
1500,1281,0.0015585769433528185,1.3835407495498657,0.01624619960784912,120000
1600,1281,0.0007601779652759433,1.3829526901245117,0.22081750631332397,128000
1700,1281,0.0070259422063827515,1.380868911743164,0.031349122524261475,136000
1800,1281,0.0022549054119735956,1.3805590867996216,0.013604402542114258,144000
1900,1281,0.001969987526535988,1.3714618682861328,0.09023815393447876,152000
2000,1282,0.037320565432310104,1.382038950920105,0.09688431024551392,160000
2100,1282,0.030542990192770958,1.375314474105835,-0.02326488494873047,168000
2200,1282,0.07043913751840591,1.3778026103973389,0.1013980507850647,176000
2300,1282,0.0021586143411695957,1.3554518222808838,0.291711688041687,184000
2400,1281,0.02809523046016693,1.3839576244354248,0.16410565376281738,192000
2500,1282,0.010129066184163094,1.379211187362671,0.1133541464805603,200000
2600,1281,0.011971304193139076,1.3812754154205322,0.2188827395439148,208000
2700,1282,0.003026155289262533,1.3803892135620117,0.04255831241607666,216000
2800,1282,0.00684312591329217,1.3793308734893799,0.18984609842300415,224000
2900,1282,0.013194689527153969,1.3809754848480225,-0.07303500175476074,232000
3000,1282,0.0012018971610814333,1.3820526599884033,0.5086761116981506,240000
3100,1282,0.002584915142506361,1.3834736347198486,-0.2507587671279907,248000
3200,1281,0.021240457892417908,1.381850004196167,0.20395660400390625,256000
3300,1282,0.023579342290759087,1.3838152885437012,0.22049683332443237,264000
3400,1282,0.0018617637688294053,1.383238434791565,0.5179447531700134,272000
3500,1282,0.000460717361420393,1.3839765787124634,0.751168966293335,280000
3600,1282,0.02090565487742424,1.3845552206039429,0.393105685710907,288000
3700,1282,0.009966712445020676,1.3857169151306152,0.21696239709854126,296000
3800,1282,0.04214556887745857,1.3833726644515991,0.2687221169471741,304000
3900,1282,0.019568998366594315,1.3830432891845703,0.3266937732696533,312000
4000,1282,0.004318234510719776,1.382128357887268,0.6571794748306274,320000
4100,1282,0.02016700804233551,1.3788121938705444,0.529638022184372,328000
4200,1282,0.002154231071472168,1.3806568384170532,-0.025536775588989258,336000
4300,1282,0.024850867688655853,1.3802011013031006,0.49262529611587524,344000
4400,1282,0.036914125084877014,1.3842778205871582,0.5540425181388855,352000
4500,1282,0.006180896423757076,1.3839176893234253,0.7398426830768585,360000
4600,1283,0.009595926851034164,1.3849737644195557,0.6233521103858948,368000
4700,1283,0.00593978725373745,1.3790768384933472,0.7059089243412018,376000
4800,1283,0.00788174383342266,1.3732900619506836,0.8455667346715927,384000
4900,1283,0.039673034101724625,1.369112491607666,0.5412478446960449,392000
5000,1284,0.011737075634300709,1.3765175342559814,0.7068454325199127,400000
